"","X","Route.Point","detN","site","POINT","WMA","grass250m","grass500m","grass1km","grass1.5km","grass2km","grass2.5km","grass3km","grass3.5m","grass4km","grass4.5km","grass5km","trees250m","trees500m","trees1km","trees1.5km","trees2km","trees2.5km","trees3km","trees3.5km","trees4km","trees4.5km","trees5km","Occur"
"1",1,"ALEX.1.1",1,"ALEX.1",1,"ALEX",0.667984,0.591565,0.59669,0.569535,0.536417,0.537794,0.494605,0.455085,0.451783,0.441321,0.427544,0.158103,0.0865705,0.122483,0.103505,0.0727635,0.0870646,0.116275,0.127452,0.132728,0.128535,0.133371,1
"2",2,"ALEX.2.2",0,"ALEX.2",2,"ALEX",0.826087,0.735849,0.665931,0.61109,0.606836,0.559346,0.503613,0.468277,0.43696,0.424258,0.419588,0.15415,0.210877,0.16,0.134608,0.137284,0.126869,0.125983,0.127289,0.13849,0.138524,0.133075,0
"3",3,"ALEX.3.3",1,"ALEX.3",3,"ALEX",0.604743,0.592675,0.566345,0.565201,0.602075,0.571454,0.496196,0.46958,0.443538,0.429097,0.426711,0.312253,0.316315,0.17131,0.142001,0.138421,0.140243,0.138269,0.134315,0.14693,0.145173,0.140209,1
"4",4,"ALEX.4.4",2,"ALEX.4",4,"ALEX",0.972332,0.90677,0.840552,0.707202,0.56413,0.509737,0.488748,0.470301,0.441694,0.411355,0.400913,0.0237154,0.0499445,0.0471724,0.0599108,0.0763163,0.0965978,0.111691,0.107815,0.102693,0.105035,0.112768,1
"5",5,"ALEX.5.5",1,"ALEX.5",5,"ALEX",0.826087,0.826859,0.796966,0.647419,0.565409,0.516333,0.490944,0.471115,0.443255,0.420976,0.406392,0,0.0188679,0.0430345,0.0513703,0.0638101,0.0945647,0.104179,0.105093,0.103066,0.104441,0.109218,1
"6",6,"ALEX.6.6",0,"ALEX.6",6,"ALEX",0.762846,0.839068,0.845517,0.739962,0.587366,0.502056,0.495783,0.471534,0.424071,0.407564,0.400388,0.0988142,0.0566038,0.0656552,0.122243,0.116606,0.119369,0.104657,0.111817,0.11654,0.119848,0.121306,0
"7",7,"ALEX.7.7",2,"ALEX.7",7,"ALEX",0.86166,0.841287,0.743172,0.681198,0.569601,0.520896,0.509979,0.469417,0.440577,0.422928,0.414531,0.12253,0.115427,0.107862,0.0831103,0.0887515,0.0956942,0.113155,0.121682,0.118899,0.120244,0.12118,1
"8",8,"ALEX.8.8",1,"ALEX.8",8,"ALEX",0.727273,0.81687,0.692138,0.604589,0.583245,0.578141,0.518987,0.450036,0.432918,0.419391,0.418789,0.0316206,0.0199778,0.169931,0.201785,0.16656,0.139746,0.131426,0.128266,0.139998,0.141622,0.132298,1
"9",9,"ALEX.9.9",2,"ALEX.9",9,"ALEX",0.83004,0.796892,0.730207,0.625749,0.552761,0.521077,0.480918,0.459249,0.441499,0.417722,0.39443,0.0474308,0.0133185,0.0187586,0.0256214,0.0626732,0.0972304,0.100105,0.0936228,0.0928352,0.0934763,0.0987158,1
"10",10,"ALVIN.1.1",2,"ALVIN.1",1,"ALVIN",0.743083,0.582686,0.537931,0.575143,0.609181,0.642977,0.658083,0.658314,0.664031,0.680353,0.680612,0,0,0.0204138,0.0215424,0.0142116,0.0171238,0.0238088,0.0340848,0.0406198,0.0443401,0.0505793,1
"11",11,"ALVIN.2.2",2,"ALVIN.2",2,"ALVIN",0.624506,0.599334,0.6,0.531166,0.603212,0.619979,0.643187,0.657174,0.669545,0.674212,0.669996,0.0474308,0.0499445,0.0187586,0.020905,0.0186883,0.0257986,0.032753,0.036109,0.041134,0.0482732,0.0554192,1
"12",12,"ALVIN.3.3",2,"ALVIN.3",3,"ALVIN",0.731225,0.622642,0.549793,0.539452,0.582321,0.623594,0.6415,0.656872,0.662435,0.675698,0.675452,0,0.0255272,0.0182069,0.0188655,0.0160591,0.0220937,0.0293472,0.0325493,0.040744,0.0455426,0.051892,1
"13",13,"ALVIN.4.4",1,"ALVIN.4",4,"ALVIN",0.826087,0.72919,0.622897,0.557808,0.617992,0.655853,0.65264,0.65857,0.673782,0.682432,0.673306,0,0.0122087,0.0245517,0.0262588,0.023307,0.0253016,0.0328166,0.0398083,0.0424638,0.0476649,0.0594258,1
"14",14,"ALVIN.5.5",1,"ALVIN.5",5,"ALVIN",0.636364,0.710322,0.648552,0.581517,0.624529,0.67998,0.658656,0.663316,0.676477,0.686648,0.669551,0,0,0.0286897,0.0282983,0.0277837,0.0278317,0.0358086,0.0452526,0.0442368,0.0494051,0.0648479,1
"15",15,"ALVIN.6.6",1,"ALVIN.6",6,"ALVIN",0.980237,0.873474,0.683862,0.634162,0.627727,0.672932,0.671197,0.660199,0.673357,0.690935,0.680772,0,0,0.0289655,0.0285532,0.0260783,0.0225003,0.0317662,0.0405063,0.0458325,0.0460095,0.058935,1
"16",16,"ALVIN.7.7",1,"ALVIN.7",7,"ALVIN",0.822134,0.793563,0.717793,0.687317,0.671072,0.670085,0.670083,0.663805,0.675006,0.684809,0.689938,0.0632411,0.0488346,0.0275862,0.0210325,0.023236,0.0210545,0.0288061,0.0361555,0.0450347,0.048542,0.0513327,1
"17",17,"ALVIN.8.8",0,"ALVIN.8",8,"ALVIN",1,0.90899,0.593379,0.590185,0.612805,0.651561,0.660821,0.653452,0.669332,0.685842,0.68189,0,0,0.0303448,0.0240918,0.018404,0.0201509,0.0281376,0.038645,0.0419851,0.0448211,0.0540152,0
"18",18,"ALVIN.9.9",1,"ALVIN.9",9,"ALVIN",0.822134,0.780244,0.596138,0.621032,0.634548,0.661004,0.668969,0.653987,0.670077,0.68512,0.686068,0,0.00665927,0.0278621,0.0219248,0.0164144,0.0192473,0.0237133,0.0373421,0.0397688,0.0464481,0.0496775,1
"19",19,"BBOW.1.1",2,"BBOW.1",1,"BBOW",0.770751,0.751387,0.747586,0.782664,0.741775,0.682646,0.685011,0.665945,0.642471,0.623987,0.603938,0.130435,0.114317,0.106207,0.101721,0.0692105,0.0606334,0.0649012,0.0731021,0.0833319,0.0799366,0.0794475,1
"20",20,"BBOW.2.2",1,"BBOW.2",2,"BBOW",0.996047,0.887902,0.753655,0.760739,0.723726,0.700989,0.691473,0.671343,0.642861,0.629844,0.607579,0,0.0654828,0.120276,0.0962396,0.0727635,0.0663715,0.0655378,0.0778018,0.0863283,0.0805025,0.0803493,1
"21",21,"BBOW.3.3",1,"BBOW.3",3,"BBOW",0.814229,0.845727,0.758069,0.716252,0.714631,0.713188,0.694656,0.671111,0.642294,0.627821,0.612636,0.083004,0.0843507,0.132414,0.090376,0.0759611,0.0708896,0.0649648,0.0823852,0.0888637,0.0818183,0.0803265,1
"22",22,"BBOW.4.4",0,"BBOW.4",4,"BBOW",0.790514,0.72475,0.736552,0.693053,0.691111,0.696291,0.68743,0.679137,0.644864,0.625925,0.602648,0.189723,0.18424,0.137655,0.090631,0.0833511,0.0725613,0.0673202,0.0699379,0.0812397,0.0799225,0.079653,0
"23",23,"BBOW.5.5",0,"BBOW.5",5,"BBOW",0.928854,0.853496,0.749793,0.722116,0.693242,0.689965,0.683961,0.671366,0.645715,0.624496,0.60081,0.055336,0.102109,0.132966,0.0985341,0.0814325,0.0687661,0.064933,0.0677509,0.0770376,0.0790028,0.0787284,0
"24",24,"BBOW.6.6",1,"BBOW.6",6,"BBOW",0.924901,0.764706,0.735172,0.689739,0.656719,0.683459,0.677913,0.668993,0.649652,0.616545,0.590514,0.0474308,0.187569,0.132966,0.0973869,0.088112,0.0719288,0.0663972,0.0615388,0.0677116,0.0770363,0.0806118,1
"25",25,"BBOW.7.7",1,"BBOW.7",7,"BBOW",0.853755,0.857936,0.766897,0.708859,0.684929,0.674016,0.67559,0.658942,0.643481,0.619502,0.592923,0.0671937,0.0843507,0.119172,0.10376,0.0826405,0.0701667,0.0633733,0.0615156,0.0701406,0.0754234,0.0795959,1
"26",26,"BBOW.8.8",1,"BBOW.8",8,"BBOW",0.909091,0.750277,0.771586,0.805864,0.765722,0.707134,0.68708,0.666876,0.642701,0.631499,0.612716,0,0.0510544,0.0833103,0.0936902,0.0688553,0.0564316,0.0703759,0.0872246,0.0902821,0.0866004,0.0810913,1
"27",27,"BBOW.9.9",0,"BBOW.9",9,"BBOW",0.992095,0.958935,0.788414,0.763799,0.740283,0.723445,0.695674,0.666876,0.639758,0.632405,0.616985,0,0.0144284,0.0924138,0.0933078,0.0726213,0.065016,0.0693574,0.0909704,0.0922501,0.0848318,0.0826437,0
"28",28,"BLUE.1.1",0,"BLUE.1",1,"BLUE",0.581028,0.372919,0.411586,0.50529,0.456619,0.415624,0.391126,0.390894,0.397475,0.399329,0.388425,0.0750988,0.125416,0.114759,0.135755,0.132452,0.126146,0.117643,0.117215,0.113012,0.110072,0.104503,0
"29",29,"BLUE.2.2",0,"BLUE.2",2,"BLUE",0.711462,0.608213,0.45131,0.466667,0.436865,0.424299,0.401025,0.379144,0.367174,0.366011,0.367022,0.0158103,0.0321865,0.0733793,0.088209,0.117459,0.120047,0.12611,0.126381,0.115902,0.1131,0.11077,0
"30",30,"BLUE.3.3",1,"BLUE.3",3,"BLUE",0.901186,0.564928,0.401655,0.42014,0.41306,0.41341,0.390712,0.362928,0.355118,0.357904,0.368826,0.0197628,0.0965594,0.0755862,0.0930529,0.101116,0.119189,0.132794,0.128731,0.116363,0.116226,0.112334,1
"31",31,"BLUE.4.4",0,"BLUE.4",4,"BLUE",0.478261,0.522753,0.53269,0.482345,0.463867,0.436949,0.418563,0.404318,0.383912,0.372773,0.366566,0.371542,0.120977,0.0717241,0.128744,0.136645,0.129354,0.115956,0.113143,0.114182,0.108304,0.108042,0
"32",32,"BLUE.5.5",0,"BLUE.5",5,"BLUE",0.853755,0.709212,0.436966,0.435564,0.42578,0.411603,0.396696,0.372839,0.358132,0.356574,0.360288,0.00790514,0.00332963,0.0686897,0.0894837,0.10545,0.115664,0.13219,0.126149,0.119448,0.117387,0.11464,0
"33",33,"BLUE.6.6",0,"BLUE.6",6,"BLUE",0.166008,0.277469,0.420138,0.460803,0.437362,0.404102,0.385778,0.370303,0.384266,0.388478,0.390206,0.126482,0.0976693,0.120276,0.10478,0.110353,0.121719,0.126333,0.120588,0.115548,0.108304,0.106604,0
"34",34,"BLUE.7.7",1,"BLUE.7",7,"BLUE",0.596838,0.495006,0.393379,0.389165,0.405244,0.401663,0.388675,0.358042,0.344781,0.352117,0.364568,0.00395257,0.0621532,0.0678621,0.0982792,0.0961415,0.119866,0.131457,0.126312,0.121895,0.118108,0.113966,1
"35",35,"BLUE.8.8",0,"BLUE.8",8,"BLUE",0.351779,0.352941,0.372414,0.404461,0.403326,0.389961,0.363084,0.35888,0.364142,0.381347,0.388973,0.0671937,0.105438,0.113379,0.0894837,0.0925886,0.121719,0.127192,0.125544,0.117374,0.108502,0.109366,0
"36",36,"BLUE.9.9",0,"BLUE.9",9,"BLUE",0.288538,0.350721,0.464,0.487699,0.476942,0.45326,0.432473,0.41074,0.391748,0.375164,0.374077,0.268775,0.165372,0.157517,0.157425,0.140553,0.132924,0.117261,0.109048,0.107941,0.105927,0.102848,0
"37",37,"CECIL.1.1",2,"CECIL.1",1,"CECIL",0.905138,0.733629,0.608552,0.608795,0.614226,0.609091,0.612726,0.639143,0.653942,0.656456,0.65575,0,0.00443951,0.008,0.0161887,0.0166986,0.0160394,0.0150874,0.0154952,0.0184571,0.0212787,0.024074,1
"38",38,"CECIL.2.2",1,"CECIL.2",2,"CECIL",0.960474,0.879023,0.660138,0.557808,0.577205,0.574572,0.602254,0.621554,0.642063,0.640215,0.641824,0,0.00221976,0.00634483,0.0160612,0.0173382,0.0162201,0.0143871,0.0150764,0.0180848,0.0216748,0.024074,1
"39",39,"CECIL.3.3",3,"CECIL.3",3,"CECIL",0.660079,0.803552,0.706759,0.527852,0.545228,0.555641,0.591527,0.608967,0.629226,0.629717,0.626425,0,0.00221976,0.00331034,0.0145315,0.0179777,0.0160394,0.0150237,0.0152393,0.0175174,0.0212221,0.0237544,1
"40",40,"CECIL.4.4",0,"CECIL.4",4,"CECIL",0.901186,0.841287,0.657931,0.518802,0.539046,0.565129,0.582073,0.594379,0.611088,0.619742,0.613972,0,0,0.00662069,0.016826,0.015917,0.0133737,0.0150555,0.0172169,0.0189713,0.0232028,0.0257063,0
"41",41,"CECIL.5.5",2,"CECIL.5",5,"CECIL",1,0.894562,0.623172,0.545316,0.588858,0.587087,0.59767,0.611875,0.633003,0.634937,0.635306,0,0,0.0110345,0.0166985,0.0162723,0.0145936,0.0146736,0.0160071,0.0189181,0.0222832,0.0252839,1
"42",42,"CECIL.6.6",3,"CECIL.6",6,"CECIL",0.802372,0.750277,0.558897,0.602294,0.618774,0.620431,0.61037,0.627812,0.643588,0.647614,0.647543,0,0,0.0157241,0.0165711,0.015917,0.0145032,0.0145144,0.0168912,0.0214181,0.0225803,0.0262885,1
"43",43,"CECIL.7.7",3,"CECIL.7",7,"CECIL",0.699605,0.592675,0.508138,0.621032,0.617423,0.633308,0.613235,0.624788,0.63412,0.642846,0.643091,0,0.0166482,0.0228966,0.0152964,0.0139274,0.0140062,0.0143871,0.0190084,0.0228187,0.0243771,0.028697,1
"44",44,"CECIL.8.8",1,"CECIL.8",8,"CECIL",0.73913,0.697003,0.559448,0.56877,0.582179,0.599467,0.591909,0.605291,0.614262,0.623732,0.627795,0.00790514,0.0166482,0.0226207,0.0196303,0.0137142,0.0125604,0.0156285,0.0194505,0.0221273,0.0244903,0.0277724,1
"45",45,"CECIL.9.9",0,"CECIL.9",9,"CECIL",0.632411,0.602664,0.611586,0.535118,0.548497,0.573985,0.575453,0.587771,0.597188,0.609824,0.610502,0,0.00554939,0.0217931,0.0178458,0.0130747,0.0125604,0.0157876,0.0186361,0.0213294,0.0237263,0.0272587,0
"46",46,"CEDV.1.1",2,"CEDV.1",1,"CEDV",0.992095,0.99556,0.936828,0.924665,0.881262,0.840419,0.823853,0.821572,0.810429,0.809807,0.80944,0,0,0.0151724,0.0345443,0.0645207,0.0761307,0.0732406,0.0689142,0.0626762,0.0580637,0.0578392,1
"47",47,"CEDV.2.2",0,"CEDV.2",2,"CEDV",1,0.99778,0.986759,0.897897,0.843388,0.832196,0.829933,0.825737,0.815234,0.812015,0.808949,0,0,0.00524138,0.050733,0.0876146,0.0815073,0.0769965,0.0738466,0.0682257,0.0646425,0.0640489,0
"48",48,"CEDV.3.3",2,"CEDV.3",3,"CEDV",1,0.961154,0.872,0.853155,0.835927,0.840374,0.833848,0.819339,0.818319,0.810854,0.807762,0,0.0288568,0.0857931,0.0731676,0.0878988,0.0862061,0.0804978,0.0757777,0.0718604,0.0709667,0.0665944,1
"49",49,"CEDV.4.4",0,"CEDV.4",4,"CEDV",1,0.973363,0.912276,0.909114,0.866127,0.828943,0.815482,0.809567,0.809932,0.806794,0.809748,0,0.0233074,0.0466207,0.0374761,0.0462588,0.0730583,0.0713626,0.0662851,0.0622507,0.0598605,0.0572913,0
"50",50,"CEDV.5.5",2,"CEDV.5",5,"CEDV",1,0.99556,0.949241,0.890376,0.859802,0.839109,0.832798,0.820432,0.817166,0.80951,0.805719,0,0,0.0129655,0.056724,0.0805798,0.0839922,0.0757233,0.0726833,0.0661868,0.0638927,0.0624508,1
"51",51,"CEDV.6.6",0,"CEDV.6",6,"CEDV",1,0.99667,0.978483,0.924665,0.849783,0.818235,0.828373,0.821014,0.813195,0.808322,0.809977,0,0,0.0154483,0.0354366,0.0756768,0.0823205,0.0755324,0.0717992,0.0674811,0.06211,0.0624736,0
"52",52,"CEDV.7.7",0,"CEDV.7",7,"CEDV",0.822134,0.701443,0.786483,0.790822,0.814467,0.813943,0.814018,0.818199,0.813337,0.814547,0.815353,0.162055,0.214206,0.127448,0.117909,0.0924465,0.0812362,0.0822166,0.0855029,0.0811333,0.0745321,0.0708978,0
"53",53,"CEDV.8.8",2,"CEDV.8",8,"CEDV",0.992095,0.977802,0.889655,0.870108,0.866411,0.843221,0.835503,0.818827,0.816936,0.808463,0.805719,0,0,0.0571034,0.0740599,0.0724082,0.0839922,0.077665,0.0692864,0.065123,0.0638361,0.0630786,1
"54",54,"CEDV.9.9",2,"CEDV.9",9,"CEDV",0.98419,0.917869,0.944276,0.905927,0.879557,0.853115,0.827737,0.825551,0.813975,0.809935,0.807408,0,0,0.00275862,0.0518802,0.069779,0.0745493,0.0742273,0.0668202,0.0626407,0.0572997,0.058193,1
"55",55,"CLINT.1.1",5,"CLINT.1",1,"CLINT",0.901186,0.762486,0.807448,0.748502,0.73268,0.791488,0.809657,0.802378,0.777539,0.768269,0.758655,0,0,0.0022069,0.00101976,0.00177645,0.00112954,0.000795748,0.00141923,0.00251769,0.00205147,0.00215741,1
"56",56,"CLINT.2.2",5,"CLINT.2",2,"CLINT",1,0.991121,0.803586,0.767113,0.754637,0.799349,0.829646,0.816058,0.790146,0.783803,0.767776,0,0,0.0022069,0.00101976,0.000568464,0.00112954,0.000795748,0.0013029,0.00120565,0.00215051,0.00207751,1
"57",57,"CLINT.3.3",4,"CLINT.3",3,"CLINT",0.956522,0.920089,0.784276,0.765201,0.793861,0.818371,0.83945,0.819455,0.803124,0.796975,0.794852,0,0,0.0022069,0.00101976,0.000568464,0.000948809,0.000795748,0.000581652,0.0012943,0.00192414,0.00205468,1
"58",58,"CLINT.4.4",4,"CLINT.4",4,"CLINT",0.956522,0.826859,0.779862,0.830848,0.831237,0.854471,0.839068,0.833694,0.828531,0.821734,0.820958,0,0,0,0.000892288,0.000568464,0.000361451,0.000445619,0.000581652,0.000744668,0.0014997,0.00172365,1
"59",59,"CLINT.5.5",3,"CLINT.5",5,"CLINT",1,0.874584,0.765793,0.781007,0.756981,0.788099,0.813604,0.810195,0.787539,0.769245,0.75321,0,0,0,0.00101976,0.00106587,0.00112954,0.000795748,0.00158209,0.00122338,0.00212221,0.00259118,1
"60",60,"CLINT.6.6",4,"CLINT.6",6,"CLINT",0.905138,0.894562,0.939034,0.912301,0.856676,0.832241,0.827386,0.829902,0.827929,0.826233,0.802888,0,0,0,0,0,0.000361451,0.000477449,0.000744515,0.00157799,0.00142896,0.00170082,1
"61",61,"CLINT.7.7",3,"CLINT.7",7,"CLINT",0.806324,0.931188,0.912276,0.8645,0.819228,0.79578,0.801477,0.822736,0.818922,0.787496,0.767251,0,0,0,0,0.000213174,0.000361451,0.000795748,0.0013727,0.00132976,0.00135822,0.00210034,1
"62",62,"CLINT.8.8",3,"CLINT.8",8,"CLINT",1,0.903441,0.902621,0.887189,0.835003,0.830886,0.827036,0.830064,0.836102,0.82247,0.79976,0,0,0,0,0.000568464,0.000361451,0.000254639,0.000744515,0.00148934,0.00148555,0.00120998,1
"63",63,"CLINT.9.9",4,"CLINT.9",9,"CLINT",0.980237,0.940067,0.906483,0.856597,0.812691,0.792075,0.798549,0.802727,0.798461,0.776262,0.749672,0,0,0,0,0,0.000361451,0.00108222,0.00139597,0.00136522,0.00189584,0.00211175,1
"64",64,"DIAM.1.1",1,"DIAM.1",1,"DIAM",0.478261,0.45394,0.607724,0.558317,0.56548,0.568518,0.541363,0.519206,0.516799,0.504817,0.507126,0.41502,0.372919,0.206345,0.143148,0.0975627,0.0861158,0.0822803,0.0764524,0.0738107,0.0766401,0.0742374,1
"65",65,"DIAM.2.2",2,"DIAM.2",2,"DIAM",0.636364,0.538291,0.566069,0.580752,0.569672,0.574527,0.577522,0.540215,0.520115,0.522864,0.521898,0.237154,0.193119,0.14069,0.106565,0.0829958,0.0677269,0.0593946,0.0643773,0.0660804,0.0674731,0.0694941,1
"66",66,"DIAM.3.3",1,"DIAM.3",3,"DIAM",0.434783,0.516093,0.561379,0.544551,0.56278,0.575385,0.558042,0.529536,0.513484,0.514821,0.512731,0.181818,0.206437,0.138759,0.0959847,0.0794429,0.0672751,0.0643601,0.0617249,0.0650343,0.0627546,0.0661522,1
"67",67,"DIAM.4.4",0,"DIAM.4",4,"DIAM",0.581028,0.54162,0.590621,0.567878,0.552974,0.586003,0.568259,0.533166,0.518767,0.51458,0.515529,0.12253,0.211987,0.175172,0.116762,0.0871172,0.0702119,0.0676385,0.0685186,0.068403,0.0694246,0.0713804,0
"68",68,"DIAM.5.5",1,"DIAM.5",5,"DIAM",0.581028,0.601554,0.603034,0.56826,0.581681,0.564677,0.562434,0.536795,0.522207,0.52136,0.521747,0.284585,0.190899,0.105931,0.0901211,0.0702054,0.0638413,0.0585352,0.0561178,0.0604067,0.0611232,0.0640074,1
"69",69,"DIAM.6.6",4,"DIAM.6",6,"DIAM",0.711462,0.599334,0.597793,0.592734,0.583955,0.561921,0.553554,0.543054,0.533022,0.528855,0.531703,0.102767,0.136515,0.0786207,0.0741874,0.066155,0.0600913,0.0527103,0.0559317,0.0549104,0.0598818,0.060642,1
"70",70,"DIAM.7.7",2,"DIAM.7",7,"DIAM",0.628458,0.513873,0.488828,0.554238,0.559937,0.547553,0.530604,0.514181,0.503466,0.499499,0.496552,0.166008,0.246393,0.153379,0.126322,0.0956441,0.0812362,0.0790018,0.0762895,0.0706902,0.0691195,0.0693952,1
"71",71,"DIAM.8.8",1,"DIAM.8",8,"DIAM",0.29249,0.491676,0.550345,0.546335,0.556242,0.58153,0.556864,0.524395,0.511321,0.506739,0.506553,0.367589,0.264151,0.177379,0.115488,0.0837774,0.0760403,0.070917,0.0677974,0.0673392,0.067279,0.0697556,1
"72",72,"DIAM.9.9",2,"DIAM.9",9,"DIAM",0.667984,0.584906,0.555586,0.578713,0.58296,0.573442,0.580832,0.554501,0.529104,0.530241,0.526413,0.0948617,0.112098,0.107586,0.0973869,0.080722,0.065016,0.0591718,0.0643773,0.0674633,0.0692407,0.0698051,1
"73",73,"EVERS.1.1",2,"EVERS.1",1,"EVERS",0.541502,0.477248,0.450759,0.406756,0.413274,0.427732,0.429035,0.423769,0.433663,0.448437,0.461515,0.0948617,0.0899001,0.0866207,0.0850223,0.0938677,0.0822753,0.0799567,0.0725669,0.0680662,0.0640483,0.0725872,1
"74",74,"EVERS.2.2",1,"EVERS.2",2,"EVERS",0.640316,0.482797,0.446345,0.436711,0.417253,0.452898,0.42668,0.415765,0.421074,0.442948,0.454084,0.0118577,0.0643729,0.0708966,0.07355,0.0866198,0.0835856,0.0798294,0.0700542,0.0670555,0.0611338,0.0710233,1
"75",75,"EVERS.3.3",1,"EVERS.3",3,"EVERS",0.885375,0.63374,0.449379,0.413639,0.413842,0.44594,0.432123,0.421209,0.438343,0.454861,0.467964,0.0790514,0.054384,0.0811035,0.0771192,0.08328,0.078209,0.0732088,0.0699379,0.0654421,0.0639068,0.0681696,1
